0.0,0.0,0.0,-13.034043,48.40574,4.1399937,15.289706,25.034874,-40.860996,-21.676254,-19.765121,-40.860992,
0.0,0.0,0.0,-21.676254,-19.765121,-40.860992,-50.0,3.6057537,4.140003,-13.034043,48.40574,4.1399937,
0.0,0.0,0.0,21.67627,19.76513,40.860985,-15.289702,-25.03487,40.860996,13.034037,-48.40574,-4.139987,
0.0,0.0,0.0,13.034037,-48.40574,-4.139987,50.0,-3.6057594,-4.1400084,21.67627,19.76513,40.860985,
0.0,0.0,0.0,-13.034043,48.40574,4.1399937,21.67627,19.76513,40.860985,50.0,-3.6057594,-4.1400084,
0.0,0.0,0.0,50.0,-3.6057594,-4.1400084,15.289706,25.034874,-40.860996,-13.034043,48.40574,4.1399937,
0.0,0.0,0.0,15.289706,25.034874,-40.860996,50.0,-3.6057594,-4.1400084,13.034037,-48.40574,-4.139987,
0.0,0.0,0.0,13.034037,-48.40574,-4.139987,-21.676254,-19.765121,-40.860992,15.289706,25.034874,-40.860996,
0.0,0.0,0.0,-21.676254,-19.765121,-40.860992,13.034037,-48.40574,-4.139987,-15.289702,-25.03487,40.860996,
0.0,0.0,0.0,-15.289702,-25.03487,40.860996,-50.0,3.6057537,4.140003,-21.676254,-19.765121,-40.860992,
0.0,0.0,0.0,21.67627,19.76513,40.860985,-13.034043,48.40574,4.1399937,-50.0,3.6057537,4.140003,
0.0,0.0,0.0,-50.0,3.6057537,4.140003,-15.289702,-25.03487,40.860996,21.67627,19.76513,40.860985,
